member_casual,rideable_type,ride_year,ride_month,day_of_week,hour_of_day,number_of_rides,avg_ride_duration,avg_ride_distance
casual,classic_bike,2021,Jan,Friday,0,7,128.8452380952381,2877.43353482111
casual,classic_bike,2021,Jan,Friday,1,10,11.621666666666666,2076.2957277443547
casual,classic_bike,2021,Jan,Friday,2,16,12.441666666666666,2324.7162278540354
casual,classic_bike,2021,Jan,Friday,3,3,12.405555555555555,2253.539121339723
casual,classic_bike,2021,Jan,Friday,4,6,12.411111111111111,1777.2014750048336
casual,classic_bike,2021,Jan,Friday,5,10,8.711666666666666,1675.534024122875
casual,classic_bike,2021,Jan,Friday,6,14,7.669047619047619,1338.4476776959839
casual,classic_bike,2021,Jan,Friday,7,30,14.450555555555555,2840.4161286728518
casual,classic_bike,2021,Jan,Friday,8,38,15.539473684210526,1796.146972695157
casual,classic_bike,2021,Jan,Friday,9,30,13.091666666666667,1972.9099562835122
casual,classic_bike,2021,Jan,Friday,10,50,18.993666666666666,2224.253396058895
casual,classic_bike,2021,Jan,Friday,11,63,23.97989417989418,1933.194624424833
casual,classic_bike,2021,Jan,Friday,12,66,19.878030303030304,2143.00141034502
casual,classic_bike,2021,Jan,Friday,13,79,39.39662447257384,1794.2556147632438
casual,classic_bike,2021,Jan,Friday,14,72,19.086805555555557,2442.5969247208495
casual,classic_bike,2021,Jan,Friday,15,84,16.52956349206349,2107.83167792043
casual,classic_bike,2021,Jan,Friday,16,113,18.78938053097345,2145.3333875511876
casual,classic_bike,2021,Jan,Friday,17,96,18.869965277777776,2069.9818276292362
casual,classic_bike,2021,Jan,Friday,18,100,20.746,1789.2415309404848
casual,classic_bike,2021,Jan,Friday,19,73,13.22785388127854,1506.5332512377363
casual,classic_bike,2021,Jan,Friday,20,34,14.58578431372549,1701.4481473075105
casual,classic_bike,2021,Jan,Friday,21,33,20.47979797979798,1400.1868258084717
casual,classic_bike,2021,Jan,Friday,22,20,21.8675,2068.216793890635
casual,classic_bike,2021,Jan,Friday,23,36,10.339814814814815,1542.544458200032
casual,classic_bike,2021,Jan,Monday,0,5,7.173333333333334,1297.3509974243489
casual,classic_bike,2021,Jan,Monday,1,3,8.838888888888889,1507.217561251025
casual,classic_bike,2021,Jan,Monday,2,3,10.605555555555556,1587.354030355866
casual,classic_bike,2021,Jan,Monday,3,1,6.516666666666667,1064.5623166915389
casual,classic_bike,2021,Jan,Monday,4,5,17.48,3624.2154784724826
casual,classic_bike,2021,Jan,Monday,5,4,8.716666666666667,1958.6980063975516
casual,classic_bike,2021,Jan,Monday,6,12,14.848611111111111,3281.9701922449303
casual,classic_bike,2021,Jan,Monday,7,23,41.324637681159416,2609.5090498823497
casual,classic_bike,2021,Jan,Monday,8,38,12.922368421052632,2312.427701257258
casual,classic_bike,2021,Jan,Monday,9,42,22.305555555555557,2284.781818536247
casual,classic_bike,2021,Jan,Monday,10,44,13.354924242424243,1898.9207941409381
casual,classic_bike,2021,Jan,Monday,11,55,16.416969696969698,1972.3866399925175
casual,classic_bike,2021,Jan,Monday,12,75,18.024444444444445,2316.1413575647025
casual,classic_bike,2021,Jan,Monday,13,82,20.791869918699188,1704.0239416388742
casual,classic_bike,2021,Jan,Monday,14,69,21.98454106280193,2123.8210657883837
casual,classic_bike,2021,Jan,Monday,15,65,19.74051282051282,2093.7725337061024
casual,classic_bike,2021,Jan,Monday,16,82,16.71869918699187,2037.9238296695562
casual,classic_bike,2021,Jan,Monday,17,88,15.239772727272728,1871.159136600098
casual,classic_bike,2021,Jan,Monday,18,50,11.487333333333334,1892.9607430676897
casual,classic_bike,2021,Jan,Monday,19,25,11.209999999999999,1448.3573705806102
casual,classic_bike,2021,Jan,Monday,20,24,9.404166666666667,1335.9200358241462
casual,classic_bike,2021,Jan,Monday,21,20,17.708333333333332,2148.4084077132848
casual,classic_bike,2021,Jan,Monday,22,19,18.847368421052632,2565.1375654695994
casual,classic_bike,2021,Jan,Monday,23,6,17.78888888888889,2394.8317151969372
casual,classic_bike,2021,Jan,Saturday,0,23,12.009420289855072,1347.375590981644
casual,classic_bike,2021,Jan,Saturday,1,14,9.526190476190475,1380.2988590927775
casual,classic_bike,2021,Jan,Saturday,2,10,11.415000000000001,1421.0810062894407
casual,classic_bike,2021,Jan,Saturday,3,3,9.044444444444444,1517.6684184629926
casual,classic_bike,2021,Jan,Saturday,4,5,11.85,2322.4599366934817
casual,classic_bike,2021,Jan,Saturday,5,2,12.933333333333334,1815.7809848693742
casual,classic_bike,2021,Jan,Saturday,6,7,17.51904761904762,1920.2926391940332
casual,classic_bike,2021,Jan,Saturday,7,17,24.391176470588235,1704.5345656311476
casual,classic_bike,2021,Jan,Saturday,8,35,14.313333333333333,1999.136356556632
casual,classic_bike,2021,Jan,Saturday,9,54,17.776234567901234,2672.025521463103
casual,classic_bike,2021,Jan,Saturday,10,91,20.75897435897436,2226.4848607301387
casual,classic_bike,2021,Jan,Saturday,11,145,26.594252873563217,2715.0719126509493
casual,classic_bike,2021,Jan,Saturday,12,195,27.56931623931624,2443.8671000173463
casual,classic_bike,2021,Jan,Saturday,13,229,22.17867540029112,2398.0354165664526
casual,classic_bike,2021,Jan,Saturday,14,188,21.617375886524822,2331.0906476863743
casual,classic_bike,2021,Jan,Saturday,15,204,24.695833333333333,2394.07646276907
casual,classic_bike,2021,Jan,Saturday,16,143,19.141025641025642,2346.5524233247415
casual,classic_bike,2021,Jan,Saturday,17,83,29.329116465863454,1746.2229014548166
casual,classic_bike,2021,Jan,Saturday,18,63,21.52883597883598,1593.6370374538906
casual,classic_bike,2021,Jan,Saturday,19,65,17.5925641025641,1792.0972427102115
casual,classic_bike,2021,Jan,Saturday,20,37,15.15900900900901,1885.6500567230237
casual,classic_bike,2021,Jan,Saturday,21,26,26.19551282051282,1475.500038210477
casual,classic_bike,2021,Jan,Saturday,22,39,10.679487179487179,1423.7507435889988
casual,classic_bike,2021,Jan,Saturday,23,41,12.942682926829269,1960.0688726261005
casual,classic_bike,2021,Jan,Sunday,0,33,27.9010101010101,2017.816466772483
casual,classic_bike,2021,Jan,Sunday,1,18,8.387962962962963,1532.6159372900063
casual,classic_bike,2021,Jan,Sunday,2,10,19.68166666666667,1308.5510696459035
casual,classic_bike,2021,Jan,Sunday,3,7,9.252380952380953,1404.9548613983743
casual,classic_bike,2021,Jan,Sunday,4,8,14.85,2804.0303583753143
casual,classic_bike,2021,Jan,Sunday,5,6,9.136111111111111,1760.090998369805
casual,classic_bike,2021,Jan,Sunday,6,10,10.87,1714.6723053062392
casual,classic_bike,2021,Jan,Sunday,7,13,19.046153846153846,2127.2034284250176
casual,classic_bike,2021,Jan,Sunday,8,22,13.235606060606061,2085.8520818775696
casual,classic_bike,2021,Jan,Sunday,9,37,28.988288288288288,2291.808897206435
casual,classic_bike,2021,Jan,Sunday,10,73,21.554566210045664,2781.0757980668423
casual,classic_bike,2021,Jan,Sunday,11,99,21.884175084175084,2483.2222196911325
casual,classic_bike,2021,Jan,Sunday,12,118,22.11370056497175,2207.7939756741885
casual,classic_bike,2021,Jan,Sunday,13,119,17.21624649859944,2330.4937016924846
casual,classic_bike,2021,Jan,Sunday,14,129,41.642894056847545,2534.635173858732
casual,classic_bike,2021,Jan,Sunday,15,132,20.75492424242424,2299.6947261924265
casual,classic_bike,2021,Jan,Sunday,16,97,21.45635738831615,2331.2443813296013
casual,classic_bike,2021,Jan,Sunday,17,56,27.203869047619047,2284.696169107239
casual,classic_bike,2021,Jan,Sunday,18,58,34.63275862068966,1798.4338678837387
casual,classic_bike,2021,Jan,Sunday,19,54,12.643518518518519,1979.535337034673
casual,classic_bike,2021,Jan,Sunday,20,21,13.103968253968254,2164.397232597116
casual,classic_bike,2021,Jan,Sunday,21,29,13.993103448275862,2386.7961690507386
casual,classic_bike,2021,Jan,Sunday,22,18,11.321296296296296,1770.0025770631287
casual,classic_bike,2021,Jan,Sunday,23,10,22.11,2222.8856004801605
casual,classic_bike,2021,Jan,Thursday,0,10,11.013333333333334,1945.3522581235152
casual,classic_bike,2021,Jan,Thursday,1,6,11.175,1490.8326833699125
casual,classic_bike,2021,Jan,Thursday,2,5,16.71,2626.066494792825
casual,classic_bike,2021,Jan,Thursday,3,3,9,1640.5848645606602
casual,classic_bike,2021,Jan,Thursday,4,4,14.466666666666667,3500.406320101429
casual,classic_bike,2021,Jan,Thursday,5,10,9.573333333333334,2047.600986504772
casual,classic_bike,2021,Jan,Thursday,6,14,37.01190476190476,1624.8814478407048
casual,classic_bike,2021,Jan,Thursday,7,27,14.892592592592592,2074.5271619819873
casual,classic_bike,2021,Jan,Thursday,8,50,17.192666666666668,2318.54199625169
casual,classic_bike,2021,Jan,Thursday,9,40,16.44708333333333,1842.7423511024338
casual,classic_bike,2021,Jan,Thursday,10,48,18.153125,2170.5658618153298
casual,classic_bike,2021,Jan,Thursday,11,64,26.268489583333334,1718.818681676559
casual,classic_bike,2021,Jan,Thursday,12,62,18.419354838709676,2184.6832602330173
casual,classic_bike,2021,Jan,Thursday,13,63,18.877777777777776,2273.929240040269
casual,classic_bike,2021,Jan,Thursday,14,71,23.490610328638496,1901.3373721885175
casual,classic_bike,2021,Jan,Thursday,15,74,32.91148648648649,2304.065725167396
casual,classic_bike,2021,Jan,Thursday,16,89,17.643445692883894,1961.4562102641364
casual,classic_bike,2021,Jan,Thursday,17,90,30.380000000000003,2194.4298578609223
casual,classic_bike,2021,Jan,Thursday,18,67,19.389800995024874,2110.940925590333
casual,classic_bike,2021,Jan,Thursday,19,54,12.702469135802469,2046.6416559099512
casual,classic_bike,2021,Jan,Thursday,20,31,10.902150537634409,1753.155399542134
casual,classic_bike,2021,Jan,Thursday,21,20,20.024166666666666,2419.6088936888636
casual,classic_bike,2021,Jan,Thursday,22,14,12.325000000000001,1889.77856439411
casual,classic_bike,2021,Jan,Thursday,23,5,10.976666666666667,1793.329059220046
casual,classic_bike,2021,Jan,Tuesday,0,6,10.997222222222222,2076.1485895765004
casual,classic_bike,2021,Jan,Tuesday,1,3,20.16111111111111,3920.3345764129026
casual,classic_bike,2021,Jan,Tuesday,2,1,5,1148.7529549663113
casual,classic_bike,2021,Jan,Tuesday,3,1,5.016666666666667,976.8852114379962
casual,classic_bike,2021,Jan,Tuesday,4,2,9.441666666666666,1594.5100689537046
casual,classic_bike,2021,Jan,Tuesday,5,6,8.261111111111111,1727.8591217478688
casual,classic_bike,2021,Jan,Tuesday,6,11,27.060606060606062,1625.1771870473153
casual,classic_bike,2021,Jan,Tuesday,7,30,15.244444444444444,2547.429923618397
casual,classic_bike,2021,Jan,Tuesday,8,34,35.17549019607843,1704.2302002941226
casual,classic_bike,2021,Jan,Tuesday,9,32,16.195833333333333,1983.6067606997765
casual,classic_bike,2021,Jan,Tuesday,10,24,16.258333333333333,2563.860828446793
casual,classic_bike,2021,Jan,Tuesday,11,33,13.893434343434343,2265.677670717113
casual,classic_bike,2021,Jan,Tuesday,12,54,19.662345679012347,2129.981880719905
casual,classic_bike,2021,Jan,Tuesday,13,54,23.326234567901235,2206.6806401887366
casual,classic_bike,2021,Jan,Tuesday,14,63,14.771957671957672,2021.3369172126816
casual,classic_bike,2021,Jan,Tuesday,15,65,15.331025641025642,2233.501754821338
casual,classic_bike,2021,Jan,Tuesday,16,82,27.7760162601626,1905.4983003631821
casual,classic_bike,2021,Jan,Tuesday,17,75,16.967333333333332,2078.349079081399
casual,classic_bike,2021,Jan,Tuesday,18,65,15.518205128205128,2292.311682080091
casual,classic_bike,2021,Jan,Tuesday,19,34,11.115196078431373,1942.972568007835
casual,classic_bike,2021,Jan,Tuesday,20,27,12.037037037037036,2001.4112414120486
casual,classic_bike,2021,Jan,Tuesday,21,20,17.095833333333335,1447.180251316035
casual,classic_bike,2021,Jan,Tuesday,22,13,14.97948717948718,1858.0385648433553
casual,classic_bike,2021,Jan,Tuesday,23,14,12.641666666666667,1683.1295547996815
casual,classic_bike,2021,Jan,Wednesday,0,10,11.861666666666666,2259.410021634003
casual,classic_bike,2021,Jan,Wednesday,1,1,18.4,2761.2820422780574
casual,classic_bike,2021,Jan,Wednesday,2,1,8.016666666666667,1025.003816498181
casual,classic_bike,2021,Jan,Wednesday,3,2,10.541666666666668,2004.3900970820023
casual,classic_bike,2021,Jan,Wednesday,4,5,6.946666666666667,1430.657178892391
casual,classic_bike,2021,Jan,Wednesday,5,8,12.622916666666667,2431.100085405271
casual,classic_bike,2021,Jan,Wednesday,6,9,9.588888888888889,1882.9277121804312
casual,classic_bike,2021,Jan,Wednesday,7,14,9.79404761904762,2142.9462725645985
casual,classic_bike,2021,Jan,Wednesday,8,44,13.814015151515152,2246.974141561442
casual,classic_bike,2021,Jan,Wednesday,9,35,18.74142857142857,1482.5870422838177
casual,classic_bike,2021,Jan,Wednesday,10,40,16.00625,2194.808224848229
casual,classic_bike,2021,Jan,Wednesday,11,50,18.98966666666667,1914.2160501828548
casual,classic_bike,2021,Jan,Wednesday,12,45,16.092962962962964,2164.1424077637193
casual,classic_bike,2021,Jan,Wednesday,13,52,15.7,2207.596533189832
casual,classic_bike,2021,Jan,Wednesday,14,70,20.147142857142857,2439.5009601654615
casual,classic_bike,2021,Jan,Wednesday,15,65,15.085641025641026,2036.9870724171744
casual,classic_bike,2021,Jan,Wednesday,16,85,17.31392156862745,2682.3590807756
casual,classic_bike,2021,Jan,Wednesday,17,88,15.157007575757575,1745.641514429674
casual,classic_bike,2021,Jan,Wednesday,18,70,12.983571428571429,1950.722759732895
casual,classic_bike,2021,Jan,Wednesday,19,39,16.538888888888888,1941.02052177932
casual,classic_bike,2021,Jan,Wednesday,20,29,12.945977011494254,1512.9063243010141
casual,classic_bike,2021,Jan,Wednesday,21,29,52.68275862068966,1643.3118536196544
casual,classic_bike,2021,Jan,Wednesday,22,19,21.742105263157896,1446.43558696258
casual,classic_bike,2021,Jan,Wednesday,23,12,8.215277777777779,1338.1874046988323
casual,classic_bike,2021,Feb,Friday,0,4,9.391666666666666,1224.3126371276862
casual,classic_bike,2021,Feb,Friday,1,3,14.966666666666667,2642.42120234808
casual,classic_bike,2021,Feb,Friday,2,1,9.733333333333333,1609.8469975372175
casual,classic_bike,2021,Feb,Friday,3,2,16.15,607.3076704230591
casual,classic_bike,2021,Feb,Friday,5,6,9.569444444444445,1078.5446080343436
casual,classic_bike,2021,Feb,Friday,6,10,11.971666666666666,1871.9565091591085
casual,classic_bike,2021,Feb,Friday,7,13,14.90128205128205,1940.879533134219
casual,classic_bike,2021,Feb,Friday,8,18,16.29537037037037,2627.4190526411376
casual,classic_bike,2021,Feb,Friday,9,24,21.6125,1860.0654544428794
casual,classic_bike,2021,Feb,Friday,10,29,29.582183908045977,1927.1199975635925
casual,classic_bike,2021,Feb,Friday,11,42,29.998015873015873,1885.5915565555194
casual,classic_bike,2021,Feb,Friday,12,43,54.986046511627904,2243.240187784654
casual,classic_bike,2021,Feb,Friday,13,42,31.423015873015874,2279.5289289734524
casual,classic_bike,2021,Feb,Friday,14,49,28.132653061224488,2176.2690670371353
casual,classic_bike,2021,Feb,Friday,15,55,22.48818181818182,2378.787249715449
casual,classic_bike,2021,Feb,Friday,16,75,22.55088888888889,1911.291819168371
casual,classic_bike,2021,Feb,Friday,17,77,22.063203463203465,2076.0675707864793
casual,classic_bike,2021,Feb,Friday,18,70,39.41428571428572,1806.7868383492003
casual,classic_bike,2021,Feb,Friday,19,37,31.487837837837837,1684.165634724104
casual,classic_bike,2021,Feb,Friday,20,17,14.826470588235294,1886.3325860218054
casual,classic_bike,2021,Feb,Friday,21,20,17.349166666666665,1398.4051165410365
casual,classic_bike,2021,Feb,Friday,22,16,10.951041666666667,1348.3894217865154
casual,classic_bike,2021,Feb,Friday,23,27,12.945061728395062,1694.707894145944
casual,classic_bike,2021,Feb,Monday,0,1,19.266666666666666,1664.1882698039956
casual,classic_bike,2021,Feb,Monday,3,2,9.908333333333335,2219.0092658777166
casual,classic_bike,2021,Feb,Monday,4,2,22.558333333333334,4507.555108610865
casual,classic_bike,2021,Feb,Monday,5,2,19.15833333333333,2510.9454265062495
casual,classic_bike,2021,Feb,Monday,7,9,57.11296296296296,2716.411388639858
casual,classic_bike,2021,Feb,Monday,8,14,18.635714285714286,2563.2929309961914
casual,classic_bike,2021,Feb,Monday,9,8,18.754166666666666,2677.8112507679652
casual,classic_bike,2021,Feb,Monday,10,15,42.94555555555556,3145.5603963865733
casual,classic_bike,2021,Feb,Monday,11,17,51.101960784313725,1977.663032929925
casual,classic_bike,2021,Feb,Monday,12,18,41.489814814814814,2029.567902721201
casual,classic_bike,2021,Feb,Monday,13,16,28.0625,1237.646947849953
casual,classic_bike,2021,Feb,Monday,14,21,33.592063492063495,1620.3344879017993
casual,classic_bike,2021,Feb,Monday,15,24,15.484027777777778,1918.1905403443275
casual,classic_bike,2021,Feb,Monday,16,27,34.09691358024691,1950.414347461927
casual,classic_bike,2021,Feb,Monday,17,29,34.742528735632185,2127.9320293530404
casual,classic_bike,2021,Feb,Monday,18,20,17.604166666666668,2503.871530846086
casual,classic_bike,2021,Feb,Monday,19,11,20.331818181818182,2221.481957658381
casual,classic_bike,2021,Feb,Monday,20,4,10.816666666666666,1231.4001303000323
casual,classic_bike,2021,Feb,Monday,21,7,8.142857142857142,1320.828858527709
casual,classic_bike,2021,Feb,Monday,22,11,27.37727272727273,2896.9408419828555
casual,classic_bike,2021,Feb,Saturday,0,8,8.345833333333333,1039.688742901951
casual,classic_bike,2021,Feb,Saturday,1,5,12.406666666666666,1909.704029718443
casual,classic_bike,2021,Feb,Saturday,2,6,10.047222222222222,1767.4022840155787
casual,classic_bike,2021,Feb,Saturday,3,3,14.666666666666666,2632.5395294141827
casual,classic_bike,2021,Feb,Saturday,4,5,8.87,1540.9553423631833
casual,classic_bike,2021,Feb,Saturday,5,2,34,2776.185241105443
casual,classic_bike,2021,Feb,Saturday,6,2,4.725,952.1791228579209
casual,classic_bike,2021,Feb,Saturday,7,10,30.588333333333335,2280.624939436634
casual,classic_bike,2021,Feb,Saturday,8,14,16.72738095238095,2216.6519486217035
casual,classic_bike,2021,Feb,Saturday,9,43,31.900387596899225,2343.297742954811
casual,classic_bike,2021,Feb,Saturday,10,63,28.45952380952381,2915.9074636588966
casual,classic_bike,2021,Feb,Saturday,11,130,39.769615384615385,2627.52240124664
casual,classic_bike,2021,Feb,Saturday,12,191,25.6478184991274,2815.567356560113
casual,classic_bike,2021,Feb,Saturday,13,207,29.489613526570047,2493.5081551719204
casual,classic_bike,2021,Feb,Saturday,14,225,31.73274074074074,2903.71845458276
casual,classic_bike,2021,Feb,Saturday,15,247,32.89298245614035,2671.1499279466398
casual,classic_bike,2021,Feb,Saturday,16,217,33.1968509984639,2668.16801644764
casual,classic_bike,2021,Feb,Saturday,17,131,32.99071246819339,2323.5042651218246
casual,classic_bike,2021,Feb,Saturday,18,81,25.598148148148148,2638.3836237098694
casual,classic_bike,2021,Feb,Saturday,19,44,42.28977272727273,1941.7094518791766
casual,classic_bike,2021,Feb,Saturday,20,30,20.75166666666667,1367.8628648337556
casual,classic_bike,2021,Feb,Saturday,21,19,49.8561403508772,1900.7959896230557
casual,classic_bike,2021,Feb,Saturday,22,11,14.833333333333334,1851.8341218238638
casual,classic_bike,2021,Feb,Saturday,23,46,18.088043478260868,2089.9273226746604
casual,classic_bike,2021,Feb,Sunday,0,29,27.841954022988507,1843.6996787423948
casual,classic_bike,2021,Feb,Sunday,1,17,13.092156862745098,2117.6559894893644
casual,classic_bike,2021,Feb,Sunday,2,4,205.375,2361.1390134346
casual,classic_bike,2021,Feb,Sunday,3,3,7.761111111111111,840.7629802465825
casual,classic_bike,2021,Feb,Sunday,4,4,17.0875,1907.5834243256652
casual,classic_bike,2021,Feb,Sunday,5,1,8.8,2192.6818860395824
casual,classic_bike,2021,Feb,Sunday,6,2,2.716666666666667,414.91544591482443
casual,classic_bike,2021,Feb,Sunday,7,6,23.572222222222223,3583.901095908099
casual,classic_bike,2021,Feb,Sunday,8,9,41.32037037037037,1704.7409092877538
casual,classic_bike,2021,Feb,Sunday,9,18,62.31203703703704,2728.51918051304
casual,classic_bike,2021,Feb,Sunday,10,32,31.578645833333333,2519.669021872897
casual,classic_bike,2021,Feb,Sunday,11,53,29.079245283018867,3091.9462539275187
casual,classic_bike,2021,Feb,Sunday,12,74,26.059234234234236,2437.4079415207625
casual,classic_bike,2021,Feb,Sunday,13,81,20.724691358024693,2094.3487565161045
casual,classic_bike,2021,Feb,Sunday,14,69,31.266183574879225,2047.363396811683
casual,classic_bike,2021,Feb,Sunday,15,70,30.99404761904762,2249.2400254802983
casual,classic_bike,2021,Feb,Sunday,16,56,19.376488095238095,1686.4204619651562
casual,classic_bike,2021,Feb,Sunday,17,51,28.226470588235294,1789.069770410286
casual,classic_bike,2021,Feb,Sunday,18,21,12.17142857142857,1612.0505303668442
casual,classic_bike,2021,Feb,Sunday,19,19,21.156140350877195,1820.250134158842
casual,classic_bike,2021,Feb,Sunday,20,12,32.86388888888889,2041.8248282515667
casual,classic_bike,2021,Feb,Sunday,21,7,15.652380952380954,2494.204878838382
casual,classic_bike,2021,Feb,Sunday,22,13,14.275641025641026,1807.1296681100507
casual,classic_bike,2021,Feb,Sunday,23,6,10.477777777777778,1583.8897883748934
casual,classic_bike,2021,Feb,Thursday,0,4,9.391666666666666,1377.020066284212
casual,classic_bike,2021,Feb,Thursday,1,3,9.855555555555556,1622.1855324354115
casual,classic_bike,2021,Feb,Thursday,3,3,16.744444444444444,2770.9395138609757
casual,classic_bike,2021,Feb,Thursday,4,1,7.5,1088.9808623514687
casual,classic_bike,2021,Feb,Thursday,5,10,8.406666666666666,1343.5936523578187
casual,classic_bike,2021,Feb,Thursday,6,8,14.720833333333333,2570.2308409507605
casual,classic_bike,2021,Feb,Thursday,7,15,14.546666666666667,2831.698284404791
casual,classic_bike,2021,Feb,Thursday,8,20,14.314166666666667,2448.8237865127776
casual,classic_bike,2021,Feb,Thursday,9,17,32.18529411764706,2742.3402217710736
casual,classic_bike,2021,Feb,Thursday,10,21,27.390476190476193,2550.7602794872428
casual,classic_bike,2021,Feb,Thursday,11,25,44.343333333333334,1572.0322130140476
casual,classic_bike,2021,Feb,Thursday,12,34,19.92401960784314,1794.1458527386385
casual,classic_bike,2021,Feb,Thursday,13,44,25.482954545454547,2085.5728384244812
casual,classic_bike,2021,Feb,Thursday,14,35,21.875238095238096,1961.9528854935493
casual,classic_bike,2021,Feb,Thursday,15,26,15.987820512820512,1529.7272071055268
casual,classic_bike,2021,Feb,Thursday,16,50,23.028666666666666,1931.6048049730148
casual,classic_bike,2021,Feb,Thursday,17,64,21.71953125,2205.7619961877062
casual,classic_bike,2021,Feb,Thursday,18,44,12.56780303030303,1920.1405044807063
casual,classic_bike,2021,Feb,Thursday,19,24,16.977083333333333,2143.7813272510225
casual,classic_bike,2021,Feb,Thursday,20,19,13.199122807017543,1676.5622546198654
casual,classic_bike,2021,Feb,Thursday,21,9,15.768518518518519,1381.537066623953
casual,classic_bike,2021,Feb,Thursday,22,12,13.51388888888889,1897.2125300071866
casual,classic_bike,2021,Feb,Thursday,23,13,9.453846153846154,1468.9822115794623
casual,classic_bike,2021,Feb,Tuesday,0,1,6.883333333333334,948.9198058533389
casual,classic_bike,2021,Feb,Tuesday,1,3,13.05,1913.8802428599888
casual,classic_bike,2021,Feb,Tuesday,2,1,29.2,896.0590880611819
casual,classic_bike,2021,Feb,Tuesday,3,3,24.872222222222224,2530.905404081971
casual,classic_bike,2021,Feb,Tuesday,4,1,2.783333333333333,510.86413468914463
casual,classic_bike,2021,Feb,Tuesday,5,5,8.26,1216.1120258678086
casual,classic_bike,2021,Feb,Tuesday,6,7,11,1840.0010120414913
casual,classic_bike,2021,Feb,Tuesday,7,15,34.35,2831.6478751737595
casual,classic_bike,2021,Feb,Tuesday,8,18,20.205555555555556,2722.4159085981632
casual,classic_bike,2021,Feb,Tuesday,9,9,15.092592592592592,2159.8748419802846
casual,classic_bike,2021,Feb,Tuesday,10,23,24.931159420289855,2558.0659175863825
casual,classic_bike,2021,Feb,Tuesday,11,30,30.075,2025.8117683089404
casual,classic_bike,2021,Feb,Tuesday,12,43,15.677906976744186,1896.0097691142103
casual,classic_bike,2021,Feb,Tuesday,13,37,27.613963963963965,1714.1419035903753
casual,classic_bike,2021,Feb,Tuesday,14,34,29.8,2456.6232496187945
casual,classic_bike,2021,Feb,Tuesday,15,41,61.84308943089431,2264.8829685556893
casual,classic_bike,2021,Feb,Tuesday,16,50,59.40266666666666,2529.156291755132
casual,classic_bike,2021,Feb,Tuesday,17,75,68.43555555555555,2490.5386484152764
casual,classic_bike,2021,Feb,Tuesday,18,48,14.76875,2077.479140039425
casual,classic_bike,2021,Feb,Tuesday,19,19,24.442982456140353,1847.8310794188217
casual,classic_bike,2021,Feb,Tuesday,20,23,24.152173913043477,2476.939145419963
casual,classic_bike,2021,Feb,Tuesday,21,6,14.427777777777777,1889.5344500779581
casual,classic_bike,2021,Feb,Tuesday,22,13,11.662820512820513,1639.5298728391301
casual,classic_bike,2021,Feb,Tuesday,23,7,9.485714285714286,1672.9999220377863
casual,classic_bike,2021,Feb,Wednesday,0,4,26.791666666666668,1328.4986868718797
casual,classic_bike,2021,Feb,Wednesday,1,4,21.083333333333332,2953.061527388425
casual,classic_bike,2021,Feb,Wednesday,2,1,5.683333333333334,1025.003816498181
casual,classic_bike,2021,Feb,Wednesday,3,1,11.033333333333333,2219.0092658777166
casual,classic_bike,2021,Feb,Wednesday,4,2,11.149999999999999,2358.1189725567897
casual,classic_bike,2021,Feb,Wednesday,5,2,9.333333333333332,1314.3768093343278
casual,classic_bike,2021,Feb,Wednesday,6,9,13.77037037037037,2533.32319491889
casual,classic_bike,2021,Feb,Wednesday,7,12,14.422222222222222,2717.923220575467
casual,classic_bike,2021,Feb,Wednesday,8,24,16.507638888888888,2859.124373742967
casual,classic_bike,2021,Feb,Wednesday,9,18,20.621296296296297,2216.1549464560308
casual,classic_bike,2021,Feb,Wednesday,10,24,35.11527777777778,2236.6458901946057
casual,classic_bike,2021,Feb,Wednesday,11,27,32.33641975308642,1882.232879271291
casual,classic_bike,2021,Feb,Wednesday,12,32,16.459375,1853.9491731740943
casual,classic_bike,2021,Feb,Wednesday,13,31,25.780645161290323,2060.196519789527
casual,classic_bike,2021,Feb,Wednesday,14,29,26.035632183908046,2164.776530758565
casual,classic_bike,2021,Feb,Wednesday,15,37,15.13963963963964,2006.1947394229378
casual,classic_bike,2021,Feb,Wednesday,16,56,17.91577380952381,2088.494464120476
casual,classic_bike,2021,Feb,Wednesday,17,66,26.091919191919192,1995.1155557275836
casual,classic_bike,2021,Feb,Wednesday,18,50,18.694666666666667,2256.0555869499835
casual,classic_bike,2021,Feb,Wednesday,19,27,17.005555555555556,1796.5321726927407
casual,classic_bike,2021,Feb,Wednesday,20,22,10.897727272727273,1959.3889886259853
casual,classic_bike,2021,Feb,Wednesday,21,16,19.820833333333333,1764.528871963894
casual,classic_bike,2021,Feb,Wednesday,22,8,19.289583333333333,1800.096487970212
casual,classic_bike,2021,Feb,Wednesday,23,6,42.00555555555555,3454.2935198028877
casual,classic_bike,2021,Mar,Friday,0,31,11.150537634408602,1606.2939919941512
casual,classic_bike,2021,Mar,Friday,1,12,111.37222222222222,2780.1012094956013
casual,classic_bike,2021,Mar,Friday,2,8,11.052083333333334,1773.3029138224324
casual,classic_bike,2021,Mar,Friday,3,4,10.275,735.868790100511
casual,classic_bike,2021,Mar,Friday,4,6,14.555555555555555,2610.4539116129663
casual,classic_bike,2021,Mar,Friday,5,18,9.458333333333334,1877.545887265368
casual,classic_bike,2021,Mar,Friday,6,29,12.029885057471265,2175.7981853871624
casual,classic_bike,2021,Mar,Friday,7,72,12.573148148148148,2264.0478492885723
